tub,treatment,frequency,leq_test,leq_ambient,Leq
2,Loud,1990,-66.68,-77.02,10.34
2,Quiet,0,-18.6,-19.1,0.5
2,Quiet,10,-12.71,-13.21,0.5
2,Quiet,20,-12.95,-13.45,0.5
2,Quiet,30,-13.31,-13.81,0.5
2,Quiet,40,-13.79,-14.29,0.5
2,Quiet,50,-14.39,-14.9,0.51
2,Quiet,60,-15.12,-15.63,0.51
2,Quiet,70,-15.98,-16.48,0.5
2,Quiet,80,-16.96,-17.47,0.51
2,Quiet,90,-18.08,-18.59,0.51
2,Quiet,100,-19.34,-19.85,0.51
2,Quiet,110,-20.74,-21.25,0.51
2,Quiet,120,-22.29,-22.8,0.51
2,Quiet,130,-23.99,-24.5,0.51
2,Quiet,140,-25.85,-26.37,0.52
2,Quiet,150,-27.89,-28.4,0.51
2,Quiet,160,-30.1,-30.62,0.52
2,Quiet,170,-32.5,-33.02,0.52
2,Quiet,180,-35.1,-35.63,0.53
2,Quiet,190,-37.91,-38.45,0.54
2,Quiet,200,-40.92,-41.48,0.56
2,Quiet,210,-44.12,-44.72,0.6
2,Quiet,220,-47.43,-48.1,0.67
2,Quiet,230,-50.67,-51.45,0.78
2,Quiet,240,-53.5,-54.45,0.95
2,Quiet,250,-55.57,-56.7,1.13
2,Quiet,260,-56.85,-58.08,1.23
2,Quiet,270,-57.64,-58.9,1.26
2,Quiet,280,-58.24,-59.49,1.25
2,Quiet,290,-58.78,-60.02,1.24
2,Quiet,300,-59.32,-60.57,1.25
2,Quiet,310,-59.87,-61.13,1.26
2,Quiet,320,-60.41,-61.7,1.29
2,Quiet,330,-60.95,-62.27,1.32
2,Quiet,340,-61.46,-62.82,1.36
2,Quiet,350,-61.93,-63.35,1.42
2,Quiet,360,-62.36,-63.83,1.47
2,Quiet,370,-62.74,-64.26,1.52
2,Quiet,380,-63.07,-64.64,1.57
2,Quiet,390,-63.36,-64.96,1.6
2,Quiet,400,-63.61,-65.24,1.63
2,Quiet,410,-63.84,-65.48,1.64
2,Quiet,420,-64.04,-65.7,1.66
2,Quiet,430,-64.23,-65.89,1.66
2,Quiet,440,-64.42,-66.07,1.65
2,Quiet,450,-64.59,-66.24,1.65
2,Quiet,460,-64.77,-66.4,1.63
2,Quiet,470,-64.95,-66.55,1.6
2,Quiet,480,-65.12,-66.7,1.58
2,Quiet,490,-65.28,-66.83,1.55
2,Quiet,500,-65.44,-66.95,1.51
2,Quiet,510,-65.59,-67.05,1.46
2,Quiet,520,-65.73,-67.14,1.41
2,Quiet,530,-65.86,-67.22,1.36
2,Quiet,540,-65.98,-67.29,1.31
2,Quiet,550,-66.1,-67.35,1.25
2,Quiet,560,-66.22,-67.42,1.2
2,Quiet,570,-66.34,-67.51,1.17
2,Quiet,580,-66.46,-67.61,1.15
2,Quiet,590,-66.6,-67.73,1.13
2,Quiet,600,-66.76,-67.88,1.12
2,Quiet,610,-66.93,-68.06,1.13
2,Quiet,620,-67.11,-68.27,1.16
2,Quiet,630,-67.31,-68.51,1.2
2,Quiet,640,-67.53,-68.78,1.25
2,Quiet,650,-67.75,-69.06,1.31
2,Quiet,660,-67.98,-69.36,1.38
2,Quiet,670,-68.22,-69.66,1.44
2,Quiet,680,-68.45,-69.97,1.52
2,Quiet,690,-68.67,-70.27,1.6
2,Quiet,700,-68.89,-70.55,1.66
2,Quiet,710,-69.1,-70.81,1.71
2,Quiet,720,-69.29,-71.05,1.76
2,Quiet,730,-69.48,-71.27,1.79
2,Quiet,740,-69.65,-71.46,1.81
2,Quiet,750,-69.81,-71.63,1.82
2,Quiet,760,-69.96,-71.79,1.83
2,Quiet,770,-70.1,-71.93,1.83
2,Quiet,780,-70.23,-72.06,1.83
2,Quiet,790,-70.36,-72.19,1.83
2,Quiet,800,-70.48,-72.3,1.82
2,Quiet,810,-70.6,-72.42,1.82
2,Quiet,820,-70.71,-72.52,1.81
2,Quiet,830,-70.83,-72.63,1.8
2,Quiet,840,-70.93,-72.74,1.81
2,Quiet,850,-71.04,-72.84,1.8
2,Quiet,860,-71.14,-72.94,1.8
2,Quiet,870,-71.24,-73.04,1.8
2,Quiet,880,-71.33,-73.14,1.81
2,Quiet,890,-71.43,-73.23,1.8
2,Quiet,900,-71.52,-73.32,1.8
2,Quiet,910,-71.61,-73.42,1.81
2,Quiet,920,-71.7,-73.5,1.8
2,Quiet,930,-71.79,-73.59,1.8
2,Quiet,940,-71.88,-73.67,1.79
2,Quiet,950,-71.96,-73.76,1.8
2,Quiet,960,-72.05,-73.84,1.79
2,Quiet,970,-72.14,-73.92,1.78
2,Quiet,980,-72.22,-74,1.78
2,Quiet,990,-72.31,-74.08,1.77
2,Quiet,1000,-72.4,-74.16,1.76
2,Quiet,1010,-72.48,-74.24,1.76
2,Quiet,1020,-72.57,-74.32,1.75
2,Quiet,1030,-72.65,-74.4,1.75
2,Quiet,1040,-72.74,-74.48,1.74
2,Quiet,1050,-72.82,-74.57,1.75
2,Quiet,1060,-72.9,-74.65,1.75
2,Quiet,1070,-72.98,-74.74,1.76
2,Quiet,1080,-73.06,-74.82,1.76
2,Quiet,1090,-73.14,-74.9,1.76
2,Quiet,1100,-73.22,-74.97,1.75
2,Quiet,1110,-73.29,-75.05,1.76
2,Quiet,1120,-73.36,-75.11,1.75
2,Quiet,1130,-73.43,-75.18,1.75
2,Quiet,1140,-73.49,-75.23,1.74
2,Quiet,1150,-73.56,-75.29,1.73
2,Quiet,1160,-73.62,-75.33,1.71
2,Quiet,1170,-73.68,-75.37,1.69
2,Quiet,1180,-73.74,-75.41,1.67
2,Quiet,1190,-73.8,-75.44,1.64
2,Quiet,1200,-73.85,-75.47,1.62
2,Quiet,1210,-73.91,-75.49,1.58
2,Quiet,1220,-73.97,-75.52,1.55
2,Quiet,1230,-74.03,-75.54,1.51
2,Quiet,1240,-74.09,-75.56,1.47
2,Quiet,1250,-74.15,-75.59,1.44
2,Quiet,1260,-74.22,-75.61,1.39
2,Quiet,1270,-74.28,-75.63,1.35
2,Quiet,1280,-74.35,-75.66,1.31
2,Quiet,1290,-74.41,-75.69,1.28
2,Quiet,1300,-74.48,-75.72,1.24
2,Quiet,1310,-74.55,-75.76,1.21
2,Quiet,1320,-74.61,-75.8,1.19
2,Quiet,1330,-74.67,-75.84,1.17
2,Quiet,1340,-74.74,-75.89,1.15
2,Quiet,1350,-74.79,-75.94,1.15
2,Quiet,1360,-74.85,-75.99,1.14
2,Quiet,1370,-74.9,-76.05,1.15
2,Quiet,1380,-74.95,-76.11,1.16
2,Quiet,1390,-75,-76.17,1.17
2,Quiet,1400,-75.05,-76.24,1.19
2,Quiet,1410,-75.1,-76.3,1.2
2,Quiet,1420,-75.15,-76.36,1.21
2,Quiet,1430,-75.2,-76.41,1.21
2,Quiet,1440,-75.25,-76.46,1.21
2,Quiet,1450,-75.3,-76.51,1.21
2,Quiet,1460,-75.36,-76.55,1.19
2,Quiet,1470,-75.41,-76.58,1.17
2,Quiet,1480,-75.46,-76.61,1.15
2,Quiet,1490,-75.51,-76.64,1.13
2,Quiet,1500,-75.56,-76.65,1.09
2,Quiet,1510,-75.6,-76.67,1.07
2,Quiet,1520,-75.64,-76.68,1.04
2,Quiet,1530,-75.67,-76.69,1.02
2,Quiet,1540,-75.71,-76.69,0.98
2,Quiet,1550,-75.73,-76.7,0.97
2,Quiet,1560,-75.76,-76.7,0.94
2,Quiet,1570,-75.78,-76.7,0.92
2,Quiet,1580,-75.8,-76.7,0.9
2,Quiet,1590,-75.83,-76.7,0.87
2,Quiet,1600,-75.85,-76.7,0.85
2,Quiet,1610,-75.88,-76.7,0.82
2,Quiet,1620,-75.9,-76.7,0.8
2,Quiet,1630,-75.93,-76.69,0.76
2,Quiet,1640,-75.97,-76.69,0.72
2,Quiet,1650,-76,-76.68,0.68
2,Quiet,1660,-76.03,-76.68,0.65
2,Quiet,1670,-76.07,-76.67,0.6
2,Quiet,1680,-76.1,-76.67,0.57
2,Quiet,1690,-76.13,-76.66,0.53
2,Quiet,1700,-76.16,-76.66,0.5
2,Quiet,1710,-76.18,-76.66,0.48
2,Quiet,1720,-76.2,-76.66,0.46
2,Quiet,1730,-76.22,-76.66,0.44
2,Quiet,1740,-76.24,-76.67,0.43
2,Quiet,1750,-76.26,-76.68,0.42
2,Quiet,1760,-76.28,-76.7,0.42
2,Quiet,1770,-76.3,-76.71,0.41
2,Quiet,1780,-76.33,-76.73,0.4
2,Quiet,1790,-76.36,-76.75,0.39
2,Quiet,1800,-76.4,-76.77,0.37
2,Quiet,1810,-76.44,-76.79,0.35
2,Quiet,1820,-76.48,-76.8,0.32
2,Quiet,1830,-76.53,-76.82,0.29
2,Quiet,1840,-76.58,-76.83,0.25
2,Quiet,1850,-76.64,-76.83,0.19
2,Quiet,1860,-76.7,-76.84,0.14
2,Quiet,1870,-76.76,-76.84,0.08
2,Quiet,1880,-76.82,-76.84,0.02
2,Quiet,1890,-76.88,-76.84,-0.04
2,Quiet,1900,-76.94,-76.84,-0.1
2,Quiet,1910,-77,-76.84,-0.16
2,Quiet,1920,-77.06,-76.85,-0.21
2,Quiet,1930,-77.12,-76.86,-0.26
2,Quiet,1940,-77.17,-76.87,-0.3
2,Quiet,1950,-77.23,-76.89,-0.34
2,Quiet,1960,-77.28,-76.92,-0.36
2,Quiet,1970,-77.33,-76.95,-0.38
2,Quiet,1980,-77.38,-76.99,-0.39
2,Quiet,1990,-77.42,-77.02,-0.4
3,Loud,0,-23.64,-26.14,2.5
3,Loud,10,-17.65,-20.25,2.6
3,Loud,20,-17.71,-20.49,2.78
3,Loud,30,-17.79,-20.84,3.05
3,Loud,40,-17.91,-21.31,3.4
3,Loud,50,-18.05,-21.9,3.85
3,Loud,60,-18.21,-22.6,4.39
3,Loud,70,-18.4,-23.44,5.04
3,Loud,80,-18.62,-24.4,5.78
3,Loud,90,-18.87,-25.48,6.61
3,Loud,100,-19.14,-26.7,7.56
3,Loud,110,-19.43,-28.06,8.63
3,Loud,120,-19.73,-29.56,9.83
3,Loud,130,-20.04,-31.2,11.16
3,Loud,140,-20.35,-32.99,12.64
3,Loud,150,-20.64,-34.93,14.29
3,Loud,160,-20.9,-37.04,16.14
3,Loud,170,-21.12,-39.3,18.18
3,Loud,180,-21.3,-41.72,20.42
3,Loud,190,-21.44,-44.27,22.83
3,Loud,200,-21.56,-46.92,25.36
3,Loud,210,-21.66,-49.58,27.92
3,Loud,220,-21.78,-52.07,30.29
3,Loud,230,-21.92,-54.21,32.29
3,Loud,240,-22.11,-55.84,33.73
3,Loud,250,-22.35,-56.99,34.64
3,Loud,260,-22.66,-57.82,35.16
3,Loud,270,-23.03,-58.5,35.47
3,Loud,280,-23.48,-59.15,35.67
3,Loud,290,-24,-59.82,35.82
3,Loud,300,-24.6,-60.55,35.95
3,Loud,310,-25.27,-61.32,36.05
3,Loud,320,-26.01,-62.16,36.15
3,Loud,330,-26.82,-63.06,36.24
3,Loud,340,-27.68,-64.02,36.34
3,Loud,350,-28.61,-65.02,36.41
3,Loud,360,-29.57,-66.05,36.48
3,Loud,370,-30.58,-67.11,36.53
3,Loud,380,-31.62,-68.16,36.54
3,Loud,390,-32.68,-69.17,36.49
3,Loud,400,-33.74,-70.09,36.35
3,Loud,410,-34.79,-70.88,36.09
3,Loud,420,-35.81,-71.51,35.7
3,Loud,430,-36.76,-71.95,35.19
3,Loud,440,-37.63,-72.22,34.59
3,Loud,450,-38.36,-72.36,34
3,Loud,460,-38.94,-72.41,33.47
3,Loud,470,-39.35,-72.41,33.06
3,Loud,480,-39.6,-72.38,32.78
3,Loud,490,-39.71,-72.36,32.65
3,Loud,500,-39.72,-72.35,32.63
3,Loud,510,-39.66,-72.36,32.7
3,Loud,520,-39.57,-72.4,32.83
3,Loud,530,-39.49,-72.46,32.97
3,Loud,540,-39.42,-72.54,33.12
3,Loud,550,-39.39,-72.65,33.26
3,Loud,560,-39.41,-72.78,33.37
3,Loud,570,-39.47,-72.93,33.46
3,Loud,580,-39.59,-73.12,33.53
3,Loud,590,-39.76,-73.34,33.58
3,Loud,600,-39.98,-73.59,33.61
3,Loud,610,-40.25,-73.87,33.62
3,Loud,620,-40.57,-74.2,33.63
3,Loud,630,-40.94,-74.55,33.61
3,Loud,640,-41.36,-74.94,33.58
3,Loud,650,-41.82,-75.36,33.54
3,Loud,660,-42.33,-75.79,33.46
3,Loud,670,-42.87,-76.22,33.35
3,Loud,680,-43.46,-76.66,33.2
3,Loud,690,-44.08,-77.08,33
3,Loud,700,-44.73,-77.48,32.75
3,Loud,710,-45.4,-77.84,32.44
3,Loud,720,-46.09,-78.17,32.08
3,Loud,730,-46.8,-78.46,31.66
3,Loud,740,-47.5,-78.71,31.21
3,Loud,750,-48.21,-78.92,30.71
3,Loud,760,-48.91,-79.11,30.2
3,Loud,770,-49.61,-79.27,29.66
3,Loud,780,-50.3,-79.41,29.11
3,Loud,790,-50.99,-79.53,28.54
3,Loud,800,-51.68,-79.64,27.96
3,Loud,810,-52.38,-79.73,27.35
3,Loud,820,-53.09,-79.81,26.72
3,Loud,830,-53.82,-79.87,26.05
3,Loud,840,-54.58,-79.93,25.35
3,Loud,850,-55.35,-79.97,24.62
3,Loud,860,-56.15,-80.01,23.86
3,Loud,870,-56.97,-80.03,23.06
3,Loud,880,-57.81,-80.05,22.24
3,Loud,890,-58.65,-80.06,21.41
3,Loud,900,-59.48,-80.07,20.59
3,Loud,910,-60.3,-80.07,19.77
3,Loud,920,-61.08,-80.07,18.99
3,Loud,930,-61.78,-80.07,18.29
3,Loud,940,-62.38,-80.07,17.69
3,Loud,950,-62.83,-80.07,17.24
3,Loud,960,-63.07,-80.08,17.01
3,Loud,970,-63.09,-80.09,17
3,Loud,980,-62.89,-80.1,17.21
3,Loud,990,-62.5,-80.13,17.63
3,Loud,1000,-61.97,-80.16,18.19
3,Loud,1010,-61.37,-80.2,18.83
3,Loud,1020,-60.73,-80.25,19.52
3,Loud,1030,-60.11,-80.31,20.2
3,Loud,1040,-59.52,-80.37,20.85
3,Loud,1050,-58.98,-80.44,21.46
3,Loud,1060,-58.5,-80.51,22.01
3,Loud,1070,-58.09,-80.58,22.49
3,Loud,1080,-57.75,-80.64,22.89
3,Loud,1090,-57.49,-80.7,23.21
3,Loud,1100,-57.3,-80.76,23.46
3,Loud,1110,-57.19,-80.81,23.62
3,Loud,1120,-57.15,-80.86,23.71
3,Loud,1130,-57.18,-80.89,23.71
3,Loud,1140,-57.28,-80.93,23.65
3,Loud,1150,-57.46,-80.96,23.5
3,Loud,1160,-57.69,-80.99,23.3
3,Loud,1170,-58,-81.01,23.01
3,Loud,1180,-58.36,-81.04,22.68
3,Loud,1190,-58.78,-81.06,22.28
3,Loud,1200,-59.25,-81.08,21.83
3,Loud,1210,-59.76,-81.09,21.33
3,Loud,1220,-60.31,-81.1,20.79
3,Loud,1230,-60.88,-81.11,20.23
3,Loud,1240,-61.46,-81.11,19.65
3,Loud,1250,-62.02,-81.12,19.1
3,Loud,1260,-62.54,-81.12,18.58
3,Loud,1270,-62.99,-81.13,18.14
3,Loud,1280,-63.36,-81.14,17.78
3,Loud,1290,-63.62,-81.16,17.54
3,Loud,1300,-63.78,-81.19,17.41
3,Loud,1310,-63.85,-81.23,17.38
3,Loud,1320,-63.84,-81.28,17.44
3,Loud,1330,-63.8,-81.35,17.55
3,Loud,1340,-63.74,-81.43,17.69
3,Loud,1350,-63.68,-81.52,17.84
3,Loud,1360,-63.64,-81.63,17.99
3,Loud,1370,-63.64,-81.75,18.11
3,Loud,1380,-63.68,-81.89,18.21
3,Loud,1390,-63.77,-82.03,18.26
3,Loud,1400,-63.91,-82.19,18.28
3,Loud,1410,-64.11,-82.35,18.24
3,Loud,1420,-64.36,-82.53,18.17
3,Loud,1430,-64.67,-82.71,18.04
3,Loud,1440,-65.02,-82.89,17.87
3,Loud,1450,-65.41,-83.07,17.66
3,Loud,1460,-65.85,-83.25,17.4
3,Loud,1470,-66.32,-83.42,17.1
3,Loud,1480,-66.81,-83.59,16.78
3,Loud,1490,-67.32,-83.75,16.43
3,Loud,1500,-67.83,-83.9,16.07
3,Loud,1510,-68.34,-84.04,15.7
3,Loud,1520,-68.84,-84.17,15.33
3,Loud,1530,-69.31,-84.29,14.98
3,Loud,1540,-69.74,-84.4,14.66
3,Loud,1550,-70.13,-84.51,14.38
3,Loud,1560,-70.46,-84.6,14.14
3,Loud,1570,-70.74,-84.69,13.95
3,Loud,1580,-70.96,-84.77,13.81
3,Loud,1590,-71.11,-84.85,13.74
3,Loud,1600,-71.2,-84.93,13.73
3,Loud,1610,-71.23,-85,13.77
3,Loud,1620,-71.2,-85.07,13.87
3,Loud,1630,-71.12,-85.14,14.02
3,Loud,1640,-71.01,-85.21,14.2
3,Loud,1650,-70.88,-85.28,14.4
3,Loud,1660,-70.73,-85.35,14.62
3,Loud,1670,-70.59,-85.43,14.84
3,Loud,1680,-70.45,-85.51,15.06
3,Loud,1690,-70.32,-85.6,15.28
3,Loud,1700,-70.21,-85.7,15.49
3,Loud,1710,-70.11,-85.8,15.69
3,Loud,1720,-70.01,-85.9,15.89
3,Loud,1730,-69.92,-86.01,16.09
3,Loud,1740,-69.82,-86.12,16.3
3,Loud,1750,-69.7,-86.22,16.52
3,Loud,1760,-69.57,-86.31,16.74
3,Loud,1770,-69.41,-86.39,16.98
3,Loud,1780,-69.23,-86.45,17.22
3,Loud,1790,-69.03,-86.5,17.47
3,Loud,1800,-68.82,-86.52,17.7
3,Loud,1810,-68.6,-86.53,17.93
3,Loud,1820,-68.4,-86.52,18.12
3,Loud,1830,-68.21,-86.5,18.29
3,Loud,1840,-68.04,-86.47,18.43
3,Loud,1850,-67.91,-86.44,18.53
3,Loud,1860,-67.82,-86.4,18.58
3,Loud,1870,-67.77,-86.37,18.6
3,Loud,1880,-67.76,-86.34,18.58
3,Loud,1890,-67.81,-86.32,18.51
3,Loud,1900,-67.89,-86.31,18.42
3,Loud,1910,-68.02,-86.32,18.3
3,Loud,1920,-68.18,-86.33,18.15
3,Loud,1930,-68.37,-86.36,17.99
3,Loud,1940,-68.57,-86.4,17.83
3,Loud,1950,-68.78,-86.45,17.67
3,Loud,1960,-68.99,-86.51,17.52
3,Loud,1970,-69.17,-86.58,17.41
3,Loud,1980,-69.34,-86.64,17.3
3,Loud,1990,-69.47,-86.71,17.24
3,Quiet,0,-25.94,-26.14,0.2
3,Quiet,10,-20.05,-20.25,0.2
3,Quiet,20,-20.28,-20.49,0.21
3,Quiet,30,-20.62,-20.84,0.22
3,Quiet,40,-21.09,-21.31,0.22
3,Quiet,50,-21.67,-21.9,0.23
3,Quiet,60,-22.37,-22.6,0.23
3,Quiet,70,-23.2,-23.44,0.24
3,Quiet,80,-24.15,-24.4,0.25
3,Quiet,90,-25.23,-25.48,0.25
3,Quiet,100,-26.43,-26.7,0.27
3,Quiet,110,-27.78,-28.06,0.28
3,Quiet,120,-29.26,-29.56,0.3
3,Quiet,130,-30.88,-31.2,0.32
3,Quiet,140,-32.65,-32.99,0.34
3,Quiet,150,-34.57,-34.93,0.36
3,Quiet,160,-36.65,-37.04,0.39
3,Quiet,170,-38.89,-39.3,0.41
3,Quiet,180,-41.28,-41.72,0.44
3,Quiet,190,-43.81,-44.27,0.46
3,Quiet,200,-46.45,-46.92,0.47
3,Quiet,210,-49.11,-49.58,0.47
3,Quiet,220,-51.66,-52.07,0.41
3,Quiet,230,-53.88,-54.21,0.33
3,Quiet,240,-55.63,-55.84,0.21
3,Quiet,250,-56.88,-56.99,0.11
3,Quiet,260,-57.79,-57.82,0.03
3,Quiet,270,-58.52,-58.5,-0.02
3,Quiet,280,-59.2,-59.15,-0.05
3,Quiet,290,-59.91,-59.82,-0.09
3,Quiet,300,-60.66,-60.55,-0.11
3,Quiet,310,-61.47,-61.32,-0.15
3,Quiet,320,-62.35,-62.16,-0.19
3,Quiet,330,-63.29,-63.06,-0.23
3,Quiet,340,-64.27,-64.02,-0.25
3,Quiet,350,-65.3,-65.02,-0.28
3,Quiet,360,-66.36,-66.05,-0.31
3,Quiet,370,-67.41,-67.11,-0.3
3,Quiet,380,-68.42,-68.16,-0.26
3,Quiet,390,-69.35,-69.17,-0.18
3,Quiet,400,-70.16,-70.09,-0.07
3,Quiet,410,-70.81,-70.88,0.07
3,Quiet,420,-71.27,-71.51,0.24
3,Quiet,430,-71.56,-71.95,0.39
3,Quiet,440,-71.71,-72.22,0.51
3,Quiet,450,-71.76,-72.36,0.6
3,Quiet,460,-71.74,-72.41,0.67
3,Quiet,470,-71.7,-72.41,0.71
3,Quiet,480,-71.65,-72.38,0.73
3,Quiet,490,-71.6,-72.36,0.76
3,Quiet,500,-71.58,-72.35,0.77
3,Quiet,510,-71.57,-72.36,0.79
3,Quiet,520,-71.59,-72.4,0.81
3,Quiet,530,-71.62,-72.46,0.84
3,Quiet,540,-71.68,-72.54,0.86
3,Quiet,550,-71.75,-72.65,0.9
3,Quiet,560,-71.84,-72.78,0.94
3,Quiet,570,-71.96,-72.93,0.97
3,Quiet,580,-72.1,-73.12,1.02
3,Quiet,590,-72.27,-73.34,1.07
3,Quiet,600,-72.47,-73.59,1.12
3,Quiet,610,-72.7,-73.87,1.17
3,Quiet,620,-72.96,-74.2,1.24
3,Quiet,630,-73.25,-74.55,1.3
3,Quiet,640,-73.56,-74.94,1.38
3,Quiet,650,-73.88,-75.36,1.48
3,Quiet,660,-74.21,-75.79,1.58
3,Quiet,670,-74.53,-76.22,1.69
3,Quiet,680,-74.83,-76.66,1.83
3,Quiet,690,-75.11,-77.08,1.97
3,Quiet,700,-75.35,-77.48,2.13
3,Quiet,710,-75.56,-77.84,2.28
3,Quiet,720,-75.73,-78.17,2.44
3,Quiet,730,-75.87,-78.46,2.59
3,Quiet,740,-75.97,-78.71,2.74
3,Quiet,750,-76.06,-78.92,2.86
3,Quiet,760,-76.13,-79.11,2.98
3,Quiet,770,-76.18,-79.27,3.09
3,Quiet,780,-76.23,-79.41,3.18
3,Quiet,790,-76.27,-79.53,3.26
3,Quiet,800,-76.31,-79.64,3.33
3,Quiet,810,-76.33,-79.73,3.4
3,Quiet,820,-76.36,-79.81,3.45
3,Quiet,830,-76.37,-79.87,3.5
3,Quiet,840,-76.39,-79.93,3.54
3,Quiet,850,-76.4,-79.97,3.57
3,Quiet,860,-76.41,-80.01,3.6
3,Quiet,870,-76.43,-80.03,3.6
3,Quiet,880,-76.44,-80.05,3.61
3,Quiet,890,-76.46,-80.06,3.6
3,Quiet,900,-76.49,-80.07,3.58
3,Quiet,910,-76.52,-80.07,3.55
3,Quiet,920,-76.55,-80.07,3.52
3,Quiet,930,-76.59,-80.07,3.48
3,Quiet,940,-76.63,-80.07,3.44
3,Quiet,950,-76.67,-80.07,3.4
3,Quiet,960,-76.7,-80.08,3.38
3,Quiet,970,-76.74,-80.09,3.35
3,Quiet,980,-76.77,-80.1,3.33
3,Quiet,990,-76.8,-80.13,3.33
3,Quiet,1000,-76.82,-80.16,3.34
3,Quiet,1010,-76.83,-80.2,3.37
3,Quiet,1020,-76.85,-80.25,3.4
3,Quiet,1030,-76.86,-80.31,3.45
3,Quiet,1040,-76.87,-80.37,3.5
3,Quiet,1050,-76.88,-80.44,3.56
3,Quiet,1060,-76.91,-80.51,3.6
3,Quiet,1070,-76.93,-80.58,3.65
3,Quiet,1080,-76.97,-80.64,3.67
3,Quiet,1090,-77.02,-80.7,3.68
3,Quiet,1100,-77.07,-80.76,3.69
3,Quiet,1110,-77.13,-80.81,3.68
3,Quiet,1120,-77.2,-80.86,3.66
3,Quiet,1130,-77.27,-80.89,3.62
3,Quiet,1140,-77.34,-80.93,3.59
3,Quiet,1150,-77.41,-80.96,3.55
3,Quiet,1160,-77.47,-80.99,3.52
3,Quiet,1170,-77.53,-81.01,3.48
3,Quiet,1180,-77.58,-81.04,3.46
3,Quiet,1190,-77.62,-81.06,3.44
3,Quiet,1200,-77.65,-81.08,3.43
3,Quiet,1210,-77.68,-81.09,3.41
3,Quiet,1220,-77.71,-81.1,3.39
3,Quiet,1230,-77.73,-81.11,3.38
3,Quiet,1240,-77.76,-81.11,3.35
3,Quiet,1250,-77.79,-81.12,3.33
3,Quiet,1260,-77.82,-81.12,3.3
3,Quiet,1270,-77.86,-81.13,3.27
3,Quiet,1280,-77.91,-81.14,3.23
3,Quiet,1290,-77.97,-81.16,3.19
3,Quiet,1300,-78.04,-81.19,3.15
3,Quiet,1310,-78.11,-81.23,3.12
3,Quiet,1320,-78.18,-81.28,3.1
3,Quiet,1330,-78.25,-81.35,3.1
3,Quiet,1340,-78.32,-81.43,3.11
3,Quiet,1350,-78.39,-81.52,3.13
3,Quiet,1360,-78.45,-81.63,3.18
3,Quiet,1370,-78.5,-81.75,3.25
3,Quiet,1380,-78.54,-81.89,3.35
3,Quiet,1390,-78.58,-82.03,3.45
3,Quiet,1400,-78.61,-82.19,3.58
3,Quiet,1410,-78.64,-82.35,3.71
3,Quiet,1420,-78.67,-82.53,3.86
3,Quiet,1430,-78.71,-82.71,4
3,Quiet,1440,-78.76,-82.89,4.13
3,Quiet,1450,-78.81,-83.07,4.26
3,Quiet,1460,-78.88,-83.25,4.37
3,Quiet,1470,-78.96,-83.42,4.46
3,Quiet,1480,-79.04,-83.59,4.55
3,Quiet,1490,-79.14,-83.75,4.61
3,Quiet,1500,-79.24,-83.9,4.66
3,Quiet,1510,-79.34,-84.04,4.7
3,Quiet,1520,-79.44,-84.17,4.73
3,Quiet,1530,-79.54,-84.29,4.75
3,Quiet,1540,-79.64,-84.4,4.76
3,Quiet,1550,-79.72,-84.51,4.79
3,Quiet,1560,-79.8,-84.6,4.8
3,Quiet,1570,-79.86,-84.69,4.83
3,Quiet,1580,-79.92,-84.77,4.85
3,Quiet,1590,-79.96,-84.85,4.89
3,Quiet,1600,-80,-84.93,4.93
3,Quiet,1610,-80.03,-85,4.97
3,Quiet,1620,-80.05,-85.07,5.02
3,Quiet,1630,-80.08,-85.14,5.06
3,Quiet,1640,-80.1,-85.21,5.11
3,Quiet,1650,-80.12,-85.28,5.16
3,Quiet,1660,-80.15,-85.35,5.2
3,Quiet,1670,-80.17,-85.43,5.26
3,Quiet,1680,-80.2,-85.51,5.31
3,Quiet,1690,-80.23,-85.6,5.37
3,Quiet,1700,-80.27,-85.7,5.43
3,Quiet,1710,-80.31,-85.8,5.49
3,Quiet,1720,-80.36,-85.9,5.54
3,Quiet,1730,-80.41,-86.01,5.6
3,Quiet,1740,-80.47,-86.12,5.65
3,Quiet,1750,-80.53,-86.22,5.69
3,Quiet,1760,-80.6,-86.31,5.71
3,Quiet,1770,-80.67,-86.39,5.72
3,Quiet,1780,-80.75,-86.45,5.7
3,Quiet,1790,-80.84,-86.5,5.66
3,Quiet,1800,-80.92,-86.52,5.6
3,Quiet,1810,-81,-86.53,5.53
3,Quiet,1820,-81.08,-86.52,5.44
3,Quiet,1830,-81.15,-86.5,5.35
3,Quiet,1840,-81.21,-86.47,5.26
3,Quiet,1850,-81.26,-86.44,5.18
3,Quiet,1860,-81.29,-86.4,5.11
3,Quiet,1870,-81.32,-86.37,5.05
3,Quiet,1880,-81.34,-86.34,5
3,Quiet,1890,-81.36,-86.32,4.96
3,Quiet,1900,-81.38,-86.31,4.93
3,Quiet,1910,-81.41,-86.32,4.91
3,Quiet,1920,-81.44,-86.33,4.89
3,Quiet,1930,-81.48,-86.36,4.88
3,Quiet,1940,-81.53,-86.4,4.87
3,Quiet,1950,-81.6,-86.45,4.85
3,Quiet,1960,-81.68,-86.51,4.83
3,Quiet,1970,-81.78,-86.58,4.8
3,Quiet,1980,-81.88,-86.64,4.76
3,Quiet,1990,-82,-86.71,4.71
4,Loud,0,-16.76,-19.21,2.45
4,Loud,10,-10.85,-13.32,2.47
