tub,treatment,frequency,leq_test,leq_ambient,Leq
4,Loud,20,-11.06,-13.55,2.49
4,Loud,30,-11.38,-13.91,2.53
4,Loud,40,-11.8,-14.38,2.58
4,Loud,50,-12.32,-14.98,2.66
4,Loud,60,-12.95,-15.7,2.75
4,Loud,70,-13.69,-16.54,2.85
4,Loud,80,-14.54,-17.51,2.97
4,Loud,90,-15.5,-18.62,3.12
4,Loud,100,-16.57,-19.85,3.28
4,Loud,110,-17.75,-21.23,3.48
4,Loud,120,-19.04,-22.75,3.71
4,Loud,130,-20.42,-24.43,4.01
4,Loud,140,-21.9,-26.26,4.36
4,Loud,150,-23.43,-28.25,4.82
4,Loud,160,-24.97,-30.42,5.45
4,Loud,170,-26.45,-32.77,6.32
4,Loud,180,-27.74,-35.32,7.58
4,Loud,190,-28.72,-38.07,9.35
4,Loud,200,-29.34,-41.04,11.7
4,Loud,210,-29.61,-44.22,14.61
4,Loud,220,-29.64,-47.59,17.95
4,Loud,230,-29.55,-51.03,21.48
4,Loud,240,-29.41,-54.32,24.91
4,Loud,250,-29.3,-57.02,27.72
4,Loud,260,-29.23,-58.82,29.59
4,Loud,270,-29.24,-59.84,30.6
4,Loud,280,-29.31,-60.47,31.16
4,Loud,290,-29.47,-60.97,31.5
4,Loud,300,-29.71,-61.48,31.77
4,Loud,310,-30.02,-62.02,32
4,Loud,320,-30.41,-62.6,32.19
4,Loud,330,-30.88,-63.22,32.34
4,Loud,340,-31.4,-63.86,32.46
4,Loud,350,-31.99,-64.5,32.51
4,Loud,360,-32.62,-65.13,32.51
4,Loud,370,-33.29,-65.72,32.43
4,Loud,380,-33.97,-66.26,32.29
4,Loud,390,-34.67,-66.73,32.06
4,Loud,400,-35.35,-67.13,31.78
4,Loud,410,-36.02,-67.45,31.43
4,Loud,420,-36.66,-67.72,31.06
4,Loud,430,-37.25,-67.94,30.69
4,Loud,440,-37.81,-68.14,30.33
4,Loud,450,-38.32,-68.32,30
4,Loud,460,-38.78,-68.5,29.72
4,Loud,470,-39.2,-68.68,29.48
4,Loud,480,-39.58,-68.88,29.3
4,Loud,490,-39.91,-69.09,29.18
4,Loud,500,-40.19,-69.31,29.12
4,Loud,510,-40.43,-69.55,29.12
4,Loud,520,-40.62,-69.79,29.17
4,Loud,530,-40.78,-70.04,29.26
4,Loud,540,-40.92,-70.29,29.37
4,Loud,550,-41.04,-70.54,29.5
4,Loud,560,-41.17,-70.78,29.61
4,Loud,570,-41.32,-71.01,29.69
4,Loud,580,-41.49,-71.24,29.75
4,Loud,590,-41.71,-71.46,29.75
4,Loud,600,-41.98,-71.68,29.7
4,Loud,610,-42.31,-71.89,29.58
4,Loud,620,-42.71,-72.09,29.38
4,Loud,630,-43.18,-72.29,29.11
4,Loud,640,-43.72,-72.49,28.77
4,Loud,650,-44.34,-72.68,28.34
4,Loud,660,-45.03,-72.86,27.83
4,Loud,670,-45.79,-73.04,27.25
4,Loud,680,-46.61,-73.21,26.6
4,Loud,690,-47.48,-73.37,25.89
4,Loud,700,-48.39,-73.52,25.13
4,Loud,710,-49.31,-73.67,24.36
4,Loud,720,-50.21,-73.8,23.59
4,Loud,730,-51.07,-73.93,22.86
4,Loud,740,-51.86,-74.06,22.2
4,Loud,750,-52.55,-74.18,21.63
4,Loud,760,-53.12,-74.29,21.17
4,Loud,770,-53.58,-74.41,20.83
4,Loud,780,-53.93,-74.52,20.59
4,Loud,790,-54.21,-74.62,20.41
4,Loud,800,-54.43,-74.73,20.3
4,Loud,810,-54.61,-74.84,20.23
4,Loud,820,-54.78,-74.94,20.16
4,Loud,830,-54.95,-75.04,20.09
4,Loud,840,-55.13,-75.13,20
4,Loud,850,-55.32,-75.23,19.91
4,Loud,860,-55.52,-75.32,19.8
4,Loud,870,-55.72,-75.4,19.68
4,Loud,880,-55.93,-75.48,19.55
4,Loud,890,-56.12,-75.56,19.44
4,Loud,900,-56.3,-75.63,19.33
4,Loud,910,-56.46,-75.7,19.24
4,Loud,920,-56.59,-75.77,19.18
4,Loud,930,-56.7,-75.84,19.14
4,Loud,940,-56.79,-75.9,19.11
4,Loud,950,-56.87,-75.97,19.1
4,Loud,960,-56.94,-76.04,19.1
4,Loud,970,-57.02,-76.1,19.08
4,Loud,980,-57.1,-76.18,19.08
4,Loud,990,-57.2,-76.25,19.05
4,Loud,1000,-57.3,-76.32,19.02
4,Loud,1010,-57.41,-76.4,18.99
4,Loud,1020,-57.52,-76.47,18.95
4,Loud,1030,-57.61,-76.54,18.93
4,Loud,1040,-57.67,-76.6,18.93
4,Loud,1050,-57.69,-76.66,18.97
4,Loud,1060,-57.66,-76.72,19.06
4,Loud,1070,-57.56,-76.77,19.21
4,Loud,1080,-57.39,-76.81,19.42
4,Loud,1090,-57.17,-76.86,19.69
4,Loud,1100,-56.9,-76.89,19.99
4,Loud,1110,-56.6,-76.93,20.33
4,Loud,1120,-56.28,-76.97,20.69
4,Loud,1130,-55.96,-77.01,21.05
4,Loud,1140,-55.66,-77.06,21.4
4,Loud,1150,-55.38,-77.1,21.72
4,Loud,1160,-55.14,-77.16,22.02
4,Loud,1170,-54.94,-77.22,22.28
4,Loud,1180,-54.8,-77.28,22.48
4,Loud,1190,-54.71,-77.34,22.63
4,Loud,1200,-54.67,-77.41,22.74
4,Loud,1210,-54.68,-77.48,22.8
4,Loud,1220,-54.75,-77.55,22.8
4,Loud,1230,-54.86,-77.62,22.76
4,Loud,1240,-55,-77.69,22.69
4,Loud,1250,-55.17,-77.75,22.58
4,Loud,1260,-55.36,-77.8,22.44
4,Loud,1270,-55.55,-77.85,22.3
4,Loud,1280,-55.73,-77.9,22.17
4,Loud,1290,-55.88,-77.94,22.06
4,Loud,1300,-56,-77.97,21.97
4,Loud,1310,-56.07,-78,21.93
4,Loud,1320,-56.11,-78.02,21.91
4,Loud,1330,-56.11,-78.05,21.94
4,Loud,1340,-56.08,-78.07,21.99
4,Loud,1350,-56.03,-78.09,22.06
4,Loud,1360,-55.97,-78.11,22.14
4,Loud,1370,-55.9,-78.12,22.22
4,Loud,1380,-55.84,-78.14,22.3
4,Loud,1390,-55.8,-78.16,22.36
4,Loud,1400,-55.76,-78.17,22.41
4,Loud,1410,-55.74,-78.19,22.45
4,Loud,1420,-55.73,-78.2,22.47
4,Loud,1430,-55.74,-78.22,22.48
4,Loud,1440,-55.75,-78.23,22.48
4,Loud,1450,-55.77,-78.24,22.47
4,Loud,1460,-55.79,-78.26,22.47
4,Loud,1470,-55.82,-78.27,22.45
4,Loud,1480,-55.85,-78.29,22.44
4,Loud,1490,-55.89,-78.32,22.43
4,Loud,1500,-55.95,-78.34,22.39
4,Loud,1510,-56.02,-78.37,22.35
4,Loud,1520,-56.11,-78.39,22.28
4,Loud,1530,-56.22,-78.42,22.2
4,Loud,1540,-56.36,-78.45,22.09
4,Loud,1550,-56.53,-78.47,21.94
4,Loud,1560,-56.72,-78.49,21.77
4,Loud,1570,-56.94,-78.51,21.57
4,Loud,1580,-57.16,-78.52,21.36
4,Loud,1590,-57.4,-78.53,21.13
4,Loud,1600,-57.63,-78.54,20.91
4,Loud,1610,-57.85,-78.55,20.7
4,Loud,1620,-58.05,-78.56,20.51
4,Loud,1630,-58.23,-78.58,20.35
4,Loud,1640,-58.38,-78.59,20.21
4,Loud,1650,-58.49,-78.61,20.12
4,Loud,1660,-58.58,-78.64,20.06
4,Loud,1670,-58.66,-78.66,20
4,Loud,1680,-58.71,-78.68,19.97
4,Loud,1690,-58.76,-78.7,19.94
4,Loud,1700,-58.8,-78.72,19.92
4,Loud,1710,-58.84,-78.73,19.89
4,Loud,1720,-58.88,-78.74,19.86
4,Loud,1730,-58.92,-78.75,19.83
4,Loud,1740,-58.95,-78.76,19.81
4,Loud,1750,-58.98,-78.77,19.79
4,Loud,1760,-58.99,-78.78,19.79
4,Loud,1770,-58.98,-78.79,19.81
4,Loud,1780,-58.95,-78.81,19.86
4,Loud,1790,-58.88,-78.83,19.95
4,Loud,1800,-58.78,-78.85,20.07
4,Loud,1810,-58.65,-78.88,20.23
4,Loud,1820,-58.5,-78.91,20.41
4,Loud,1830,-58.32,-78.94,20.62
4,Loud,1840,-58.13,-78.97,20.84
4,Loud,1850,-57.93,-79.01,21.08
4,Loud,1860,-57.73,-79.04,21.31
4,Loud,1870,-57.55,-79.07,21.52
4,Loud,1880,-57.37,-79.11,21.74
4,Loud,1890,-57.21,-79.14,21.93
4,Loud,1900,-57.08,-79.18,22.1
4,Loud,1910,-56.97,-79.21,22.24
4,Loud,1920,-56.89,-79.24,22.35
4,Loud,1930,-56.85,-79.28,22.43
4,Loud,1940,-56.84,-79.31,22.47
4,Loud,1950,-56.87,-79.34,22.47
4,Loud,1960,-56.94,-79.37,22.43
4,Loud,1970,-57.05,-79.4,22.35
4,Loud,1980,-57.21,-79.43,22.22
4,Loud,1990,-57.4,-79.46,22.06
4,Quiet,0,-18.22,-19.21,0.99
4,Quiet,10,-12.34,-13.32,0.98
4,Quiet,20,-12.57,-13.55,0.98
4,Quiet,30,-12.93,-13.91,0.98
4,Quiet,40,-13.41,-14.38,0.97
4,Quiet,50,-14.01,-14.98,0.97
4,Quiet,60,-14.73,-15.7,0.97
4,Quiet,70,-15.58,-16.54,0.96
4,Quiet,80,-16.55,-17.51,0.96
4,Quiet,90,-17.66,-18.62,0.96
4,Quiet,100,-18.91,-19.85,0.94
4,Quiet,110,-20.29,-21.23,0.94
4,Quiet,120,-21.83,-22.75,0.92
4,Quiet,130,-23.51,-24.43,0.92
4,Quiet,140,-25.35,-26.26,0.91
4,Quiet,150,-27.36,-28.25,0.89
4,Quiet,160,-29.55,-30.42,0.87
4,Quiet,170,-31.92,-32.77,0.85
4,Quiet,180,-34.49,-35.32,0.83
4,Quiet,190,-37.26,-38.07,0.81
4,Quiet,200,-40.25,-41.04,0.79
4,Quiet,210,-43.44,-44.22,0.78
4,Quiet,220,-46.8,-47.59,0.79
4,Quiet,230,-50.2,-51.03,0.83
4,Quiet,240,-53.33,-54.32,0.99
4,Quiet,250,-55.77,-57.02,1.25
4,Quiet,260,-57.31,-58.82,1.51
4,Quiet,270,-58.17,-59.84,1.67
4,Quiet,280,-58.71,-60.47,1.76
4,Quiet,290,-59.17,-60.97,1.8
4,Quiet,300,-59.63,-61.48,1.85
4,Quiet,310,-60.12,-62.02,1.9
4,Quiet,320,-60.64,-62.6,1.96
4,Quiet,330,-61.17,-63.22,2.05
4,Quiet,340,-61.72,-63.86,2.14
4,Quiet,350,-62.27,-64.5,2.23
4,Quiet,360,-62.8,-65.13,2.33
4,Quiet,370,-63.3,-65.72,2.42
4,Quiet,380,-63.76,-66.26,2.5
4,Quiet,390,-64.18,-66.73,2.55
4,Quiet,400,-64.55,-67.13,2.58
4,Quiet,410,-64.87,-67.45,2.58
4,Quiet,420,-65.14,-67.72,2.58
4,Quiet,430,-65.39,-67.94,2.55
4,Quiet,440,-65.61,-68.14,2.53
4,Quiet,450,-65.81,-68.32,2.51
4,Quiet,460,-66.01,-68.5,2.49
4,Quiet,470,-66.2,-68.68,2.48
4,Quiet,480,-66.38,-68.88,2.5
4,Quiet,490,-66.57,-69.09,2.52
4,Quiet,500,-66.76,-69.31,2.55
4,Quiet,510,-66.95,-69.55,2.6
4,Quiet,520,-67.13,-69.79,2.66
4,Quiet,530,-67.32,-70.04,2.72
4,Quiet,540,-67.5,-70.29,2.79
4,Quiet,550,-67.68,-70.54,2.86
4,Quiet,560,-67.86,-70.78,2.92
4,Quiet,570,-68.03,-71.01,2.98
4,Quiet,580,-68.2,-71.24,3.04
4,Quiet,590,-68.37,-71.46,3.09
4,Quiet,600,-68.54,-71.68,3.14
4,Quiet,610,-68.71,-71.89,3.18
4,Quiet,620,-68.88,-72.09,3.21
4,Quiet,630,-69.05,-72.29,3.24
4,Quiet,640,-69.22,-72.49,3.27
4,Quiet,650,-69.38,-72.68,3.3
4,Quiet,660,-69.54,-72.86,3.32
4,Quiet,670,-69.7,-73.04,3.34
4,Quiet,680,-69.86,-73.21,3.35
4,Quiet,690,-70.01,-73.37,3.36
4,Quiet,700,-70.15,-73.52,3.37
4,Quiet,710,-70.3,-73.67,3.37
4,Quiet,720,-70.44,-73.8,3.36
4,Quiet,730,-70.57,-73.93,3.36
4,Quiet,740,-70.7,-74.06,3.36
4,Quiet,750,-70.83,-74.18,3.35
4,Quiet,760,-70.96,-74.29,3.33
4,Quiet,770,-71.08,-74.41,3.33
4,Quiet,780,-71.2,-74.52,3.32
4,Quiet,790,-71.32,-74.62,3.3
4,Quiet,800,-71.43,-74.73,3.3
4,Quiet,810,-71.54,-74.84,3.3
4,Quiet,820,-71.65,-74.94,3.29
4,Quiet,830,-71.75,-75.04,3.29
4,Quiet,840,-71.85,-75.13,3.28
4,Quiet,850,-71.94,-75.23,3.29
4,Quiet,860,-72.04,-75.32,3.28
4,Quiet,870,-72.13,-75.4,3.27
4,Quiet,880,-72.22,-75.48,3.26
4,Quiet,890,-72.31,-75.56,3.25
4,Quiet,900,-72.39,-75.63,3.24
4,Quiet,910,-72.47,-75.7,3.23
4,Quiet,920,-72.56,-75.77,3.21
4,Quiet,930,-72.64,-75.84,3.2
4,Quiet,940,-72.71,-75.9,3.19
4,Quiet,950,-72.79,-75.97,3.18
4,Quiet,960,-72.87,-76.04,3.17
4,Quiet,970,-72.94,-76.1,3.16
4,Quiet,980,-73.01,-76.18,3.17
4,Quiet,990,-73.08,-76.25,3.17
4,Quiet,1000,-73.15,-76.32,3.17
4,Quiet,1010,-73.22,-76.4,3.18
4,Quiet,1020,-73.29,-76.47,3.18
4,Quiet,1030,-73.36,-76.54,3.18
4,Quiet,1040,-73.43,-76.6,3.17
4,Quiet,1050,-73.49,-76.66,3.17
4,Quiet,1060,-73.56,-76.72,3.16
4,Quiet,1070,-73.63,-76.77,3.14
4,Quiet,1080,-73.69,-76.81,3.12
4,Quiet,1090,-73.75,-76.86,3.11
4,Quiet,1100,-73.81,-76.89,3.08
4,Quiet,1110,-73.87,-76.93,3.06
4,Quiet,1120,-73.93,-76.97,3.04
4,Quiet,1130,-73.98,-77.01,3.03
4,Quiet,1140,-74.04,-77.06,3.02
4,Quiet,1150,-74.09,-77.1,3.01
4,Quiet,1160,-74.14,-77.16,3.02
4,Quiet,1170,-74.19,-77.22,3.03
4,Quiet,1180,-74.24,-77.28,3.04
4,Quiet,1190,-74.28,-77.34,3.06
4,Quiet,1200,-74.33,-77.41,3.08
4,Quiet,1210,-74.38,-77.48,3.1
4,Quiet,1220,-74.42,-77.55,3.13
4,Quiet,1230,-74.46,-77.62,3.16
4,Quiet,1240,-74.5,-77.69,3.19
4,Quiet,1250,-74.54,-77.75,3.21
4,Quiet,1260,-74.58,-77.8,3.22
4,Quiet,1270,-74.62,-77.85,3.23
4,Quiet,1280,-74.66,-77.9,3.24
4,Quiet,1290,-74.7,-77.94,3.24
4,Quiet,1300,-74.74,-77.97,3.23
4,Quiet,1310,-74.79,-78,3.21
4,Quiet,1320,-74.83,-78.02,3.19
4,Quiet,1330,-74.88,-78.05,3.17
4,Quiet,1340,-74.93,-78.07,3.14
4,Quiet,1350,-74.98,-78.09,3.11
4,Quiet,1360,-75.03,-78.11,3.08
4,Quiet,1370,-75.08,-78.12,3.04
4,Quiet,1380,-75.12,-78.14,3.02
4,Quiet,1390,-75.16,-78.16,3
4,Quiet,1400,-75.2,-78.17,2.97
4,Quiet,1410,-75.22,-78.19,2.97
4,Quiet,1420,-75.25,-78.2,2.95
4,Quiet,1430,-75.26,-78.22,2.96
4,Quiet,1440,-75.28,-78.23,2.95
4,Quiet,1450,-75.28,-78.24,2.96
4,Quiet,1460,-75.29,-78.26,2.97
4,Quiet,1470,-75.29,-78.27,2.98
4,Quiet,1480,-75.29,-78.29,3
4,Quiet,1490,-75.3,-78.32,3.02
4,Quiet,1500,-75.31,-78.34,3.03
4,Quiet,1510,-75.32,-78.37,3.05
4,Quiet,1520,-75.33,-78.39,3.06
4,Quiet,1530,-75.35,-78.42,3.07
4,Quiet,1540,-75.38,-78.45,3.07
4,Quiet,1550,-75.4,-78.47,3.07
4,Quiet,1560,-75.43,-78.49,3.06
4,Quiet,1570,-75.46,-78.51,3.05
4,Quiet,1580,-75.5,-78.52,3.02
4,Quiet,1590,-75.53,-78.53,3
4,Quiet,1600,-75.57,-78.54,2.97
4,Quiet,1610,-75.6,-78.55,2.95
4,Quiet,1620,-75.63,-78.56,2.93
4,Quiet,1630,-75.67,-78.58,2.91
4,Quiet,1640,-75.7,-78.59,2.89
4,Quiet,1650,-75.73,-78.61,2.88
4,Quiet,1660,-75.75,-78.64,2.89
4,Quiet,1670,-75.78,-78.66,2.88
4,Quiet,1680,-75.8,-78.68,2.88
4,Quiet,1690,-75.82,-78.7,2.88
4,Quiet,1700,-75.83,-78.72,2.89
4,Quiet,1710,-75.84,-78.73,2.89
4,Quiet,1720,-75.85,-78.74,2.89
4,Quiet,1730,-75.86,-78.75,2.89
4,Quiet,1740,-75.87,-78.76,2.89
4,Quiet,1750,-75.88,-78.77,2.89
4,Quiet,1760,-75.89,-78.78,2.89
4,Quiet,1770,-75.91,-78.79,2.88
4,Quiet,1780,-75.93,-78.81,2.88
4,Quiet,1790,-75.94,-78.83,2.89
4,Quiet,1800,-75.96,-78.85,2.89
4,Quiet,1810,-75.98,-78.88,2.9
4,Quiet,1820,-76,-78.91,2.91
4,Quiet,1830,-76.01,-78.94,2.93
4,Quiet,1840,-76.03,-78.97,2.94
4,Quiet,1850,-76.04,-79.01,2.97
4,Quiet,1860,-76.04,-79.04,3
4,Quiet,1870,-76.04,-79.07,3.03
4,Quiet,1880,-76.04,-79.11,3.07
4,Quiet,1890,-76.04,-79.14,3.1
4,Quiet,1900,-76.04,-79.18,3.14
4,Quiet,1910,-76.04,-79.21,3.17
4,Quiet,1920,-76.03,-79.24,3.21
4,Quiet,1930,-76.03,-79.28,3.25
4,Quiet,1940,-76.02,-79.31,3.29
4,Quiet,1950,-76.02,-79.34,3.32
4,Quiet,1960,-76.01,-79.37,3.36
4,Quiet,1970,-76,-79.4,3.4
4,Quiet,1980,-75.99,-79.43,3.44
4,Quiet,1990,-75.98,-79.46,3.48
5,Loud,0,-19.8,-29.32,9.52
5,Loud,10,-13.88,-23.43,9.55
5,Loud,20,-14.06,-23.67,9.61
5,Loud,30,-14.33,-24.02,9.69
5,Loud,40,-14.69,-24.49,9.8
5,Loud,50,-15.14,-25.08,9.94
5,Loud,60,-15.68,-25.79,10.11
5,Loud,70,-16.3,-26.63,10.33
5,Loud,80,-17.01,-27.59,10.58
5,Loud,90,-17.8,-28.68,10.88
5,Loud,100,-18.66,-29.91,11.25
5,Loud,110,-19.59,-31.27,11.68
5,Loud,120,-20.55,-32.77,12.22
5,Loud,130,-21.53,-34.42,12.89
5,Loud,140,-22.47,-36.22,13.75
5,Loud,150,-23.32,-38.18,14.86
5,Loud,160,-24.02,-40.3,16.28
5,Loud,170,-24.52,-42.58,18.06
5,Loud,180,-24.81,-45.03,20.22
5,Loud,190,-24.91,-47.64,22.73
5,Loud,200,-24.88,-50.39,25.51
5,Loud,210,-24.78,-53.22,28.44
5,Loud,220,-24.66,-56.02,31.36
5,Loud,230,-24.55,-58.62,34.07
5,Loud,240,-24.49,-60.82,36.33
5,Loud,250,-24.47,-62.49,38.02
5,Loud,260,-24.5,-63.68,39.18
5,Loud,270,-24.58,-64.56,39.98
5,Loud,280,-24.7,-65.28,40.58
5,Loud,290,-24.85,-65.93,41.08
5,Loud,300,-25.02,-66.55,41.53
5,Loud,310,-25.2,-67.16,41.96
5,Loud,320,-25.38,-67.77,42.39
5,Loud,330,-25.56,-68.39,42.83
5,Loud,340,-25.74,-69.02,43.28
5,Loud,350,-25.92,-69.66,43.74
5,Loud,360,-26.1,-70.3,44.2
5,Loud,370,-26.31,-70.94,44.63
5,Loud,380,-26.54,-71.57,45.03
5,Loud,390,-26.82,-72.18,45.36
5,Loud,400,-27.16,-72.76,45.6
5,Loud,410,-27.55,-73.28,45.73
5,Loud,420,-28.02,-73.73,45.71
5,Loud,430,-28.56,-74.09,45.53
5,Loud,440,-29.19,-74.34,45.15
5,Loud,450,-29.89,-74.48,44.59
5,Loud,460,-30.69,-74.52,43.83
5,Loud,470,-31.56,-74.47,42.91
5,Loud,480,-32.52,-74.34,41.82
5,Loud,490,-33.56,-74.17,40.61
5,Loud,500,-34.67,-73.98,39.31
5,Loud,510,-35.86,-73.79,37.93
5,Loud,520,-37.09,-73.61,36.52
5,Loud,530,-38.37,-73.47,35.1
5,Loud,540,-39.67,-73.37,33.7
5,Loud,550,-40.96,-73.33,32.37
5,Loud,560,-42.22,-73.34,31.12
5,Loud,570,-43.42,-73.41,29.99
5,Loud,580,-44.54,-73.55,29.01
5,Loud,590,-45.58,-73.75,28.17
5,Loud,600,-46.53,-74.01,27.48
5,Loud,610,-47.4,-74.33,26.93
5,Loud,620,-48.22,-74.72,26.5
5,Loud,630,-48.99,-75.16,26.17
5,Loud,640,-49.73,-75.66,25.93
5,Loud,650,-50.45,-76.2,25.75
5,Loud,660,-51.15,-76.79,25.64
5,Loud,670,-51.82,-77.4,25.58
5,Loud,680,-52.45,-78.05,25.6
5,Loud,690,-53.03,-78.7,25.67
5,Loud,700,-53.57,-79.34,25.77
5,Loud,710,-54.05,-79.96,25.91
5,Loud,720,-54.49,-80.54,26.05
5,Loud,730,-54.87,-81.07,26.2
5,Loud,740,-55.22,-81.52,26.3
5,Loud,750,-55.55,-81.91,26.36
5,Loud,760,-55.85,-82.23,26.38
5,Loud,770,-56.16,-82.48,26.32
5,Loud,780,-56.45,-82.69,26.24
5,Loud,790,-56.75,-82.85,26.1
5,Loud,800,-57.05,-82.99,25.94
5,Loud,810,-57.33,-83.12,25.79
5,Loud,820,-57.6,-83.24,25.64
5,Loud,830,-57.85,-83.36,25.51
5,Loud,840,-58.06,-83.48,25.42
5,Loud,850,-58.22,-83.61,25.39
5,Loud,860,-58.33,-83.75,25.42
5,Loud,870,-58.39,-83.89,25.5
5,Loud,880,-58.4,-84.04,25.64
5,Loud,890,-58.37,-84.18,25.81
5,Loud,900,-58.32,-84.33,26.01
5,Loud,910,-58.25,-84.47,26.22
5,Loud,920,-58.19,-84.61,26.42
5,Loud,930,-58.14,-84.74,26.6
5,Loud,940,-58.13,-84.87,26.74
5,Loud,950,-58.16,-84.99,26.83
5,Loud,960,-58.24,-85.09,26.85
5,Loud,970,-58.37,-85.19,26.82
5,Loud,980,-58.57,-85.29,26.72
5,Loud,990,-58.82,-85.37,26.55
5,Loud,1000,-59.14,-85.45,26.31
5,Loud,1010,-59.52,-85.52,26
5,Loud,1020,-59.94,-85.59,25.65
5,Loud,1030,-60.41,-85.67,25.26
5,Loud,1040,-60.91,-85.74,24.83
5,Loud,1050,-61.41,-85.82,24.41
5,Loud,1060,-61.89,-85.9,24.01
5,Loud,1070,-62.34,-85.99,23.65
5,Loud,1080,-62.71,-86.09,23.38
5,Loud,1090,-62.99,-86.19,23.2
5,Loud,1100,-63.18,-86.29,23.11
5,Loud,1110,-63.27,-86.4,23.13
5,Loud,1120,-63.28,-86.5,23.22
5,Loud,1130,-63.24,-86.61,23.37
5,Loud,1140,-63.17,-86.71,23.54
5,Loud,1150,-63.09,-86.8,23.71
5,Loud,1160,-63.03,-86.89,23.86
5,Loud,1170,-62.99,-86.98,23.99
5,Loud,1180,-62.99,-87.07,24.08
5,Loud,1190,-63.03,-87.15,24.12
5,Loud,1200,-63.12,-87.23,24.11
5,Loud,1210,-63.25,-87.31,24.06
5,Loud,1220,-63.41,-87.4,23.99
5,Loud,1230,-63.61,-87.48,23.87
5,Loud,1240,-63.82,-87.56,23.74
5,Loud,1250,-64.06,-87.65,23.59
5,Loud,1260,-64.29,-87.73,23.44
5,Loud,1270,-64.52,-87.81,23.29
5,Loud,1280,-64.73,-87.89,23.16
5,Loud,1290,-64.9,-87.96,23.06
5,Loud,1300,-65.04,-88.03,22.99
5,Loud,1310,-65.13,-88.1,22.97
5,Loud,1320,-65.18,-88.17,22.99
5,Loud,1330,-65.18,-88.23,23.05
5,Loud,1340,-65.15,-88.28,23.13
5,Loud,1350,-65.09,-88.33,23.24
5,Loud,1360,-65.01,-88.38,23.37
5,Loud,1370,-64.92,-88.42,23.5
5,Loud,1380,-64.84,-88.46,23.62
5,Loud,1390,-64.75,-88.5,23.75
5,Loud,1400,-64.68,-88.53,23.85
5,Loud,1410,-64.63,-88.55,23.92
5,Loud,1420,-64.6,-88.58,23.98
5,Loud,1430,-64.58,-88.6,24.02
5,Loud,1440,-64.59,-88.62,24.03
5,Loud,1450,-64.62,-88.65,24.03
5,Loud,1460,-64.66,-88.68,24.02
5,Loud,1470,-64.7,-88.71,24.01
5,Loud,1480,-64.76,-88.75,23.99
5,Loud,1490,-64.81,-88.8,23.99
5,Loud,1500,-64.85,-88.86,24.01
5,Loud,1510,-64.88,-88.93,24.05
5,Loud,1520,-64.89,-89.01,24.12
5,Loud,1530,-64.87,-89.09,24.22
5,Loud,1540,-64.83,-89.18,24.35
5,Loud,1550,-64.77,-89.27,24.5
5,Loud,1560,-64.68,-89.37,24.69
5,Loud,1570,-64.58,-89.46,24.88
5,Loud,1580,-64.47,-89.55,25.08
5,Loud,1590,-64.36,-89.63,25.27
5,Loud,1600,-64.25,-89.71,25.46
5,Loud,1610,-64.15,-89.78,25.63
5,Loud,1620,-64.08,-89.84,25.76
5,Loud,1630,-64.02,-89.9,25.88
5,Loud,1640,-63.99,-89.95,25.96
5,Loud,1650,-63.99,-89.99,26
5,Loud,1660,-64.02,-90.03,26.01
5,Loud,1670,-64.08,-90.06,25.98
5,Loud,1680,-64.17,-90.09,25.92
5,Loud,1690,-64.29,-90.11,25.82
5,Loud,1700,-64.43,-90.13,25.7
5,Loud,1710,-64.58,-90.15,25.57
5,Loud,1720,-64.75,-90.17,25.42
5,Loud,1730,-64.92,-90.19,25.27
5,Loud,1740,-65.09,-90.22,25.13
5,Loud,1750,-65.24,-90.25,25.01
5,Loud,1760,-65.38,-90.28,24.9
5,Loud,1770,-65.48,-90.31,24.83
5,Loud,1780,-65.54,-90.35,24.81
5,Loud,1790,-65.57,-90.4,24.83
5,Loud,1800,-65.55,-90.44,24.89
5,Loud,1810,-65.51,-90.49,24.98
5,Loud,1820,-65.43,-90.53,25.1
5,Loud,1830,-65.34,-90.58,25.24
5,Loud,1840,-65.23,-90.62,25.39
5,Loud,1850,-65.12,-90.66,25.54
5,Loud,1860,-65.02,-90.7,25.68
5,Loud,1870,-64.93,-90.73,25.8
5,Loud,1880,-64.86,-90.75,25.89
5,Loud,1890,-64.8,-90.77,25.97
5,Loud,1900,-64.78,-90.78,26
5,Loud,1910,-64.77,-90.79,26.02
5,Loud,1920,-64.8,-90.79,25.99
5,Loud,1930,-64.85,-90.8,25.95
5,Loud,1940,-64.93,-90.8,25.87
5,Loud,1950,-65.03,-90.81,25.78
5,Loud,1960,-65.16,-90.82,25.66
5,Loud,1970,-65.3,-90.83,25.53
5,Loud,1980,-65.46,-90.84,25.38
5,Loud,1990,-65.62,-90.85,25.23
5,Quiet,0,-29.87,-29.32,-0.55
5,Quiet,10,-23.98,-23.43,-0.55
5,Quiet,20,-24.21,-23.67,-0.54
5,Quiet,30,-24.57,-24.02,-0.55
5,Quiet,40,-25.05,-24.49,-0.56
5,Quiet,50,-25.64,-25.08,-0.56
5,Quiet,60,-26.37,-25.79,-0.58
5,Quiet,70,-27.21,-26.63,-0.58
5,Quiet,80,-28.19,-27.59,-0.6
5,Quiet,90,-29.29,-28.68,-0.61
5,Quiet,100,-30.54,-29.91,-0.63
5,Quiet,110,-31.92,-31.27,-0.65
5,Quiet,120,-33.44,-32.77,-0.67
5,Quiet,130,-35.11,-34.42,-0.69
